0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
"5,536",3.85%,"1,071","4,465","1,416","1,093",-77,"2,432","2,033",284,-164,"1,913",113,"1,800",39.10%,752,763,-1.29%,2.39,2.36,40.48%,"1,871",2.49,0.790,29.51%,80.65%,36.72%,32.51%,33.80%,5.91%,"2,739",49.48%,542,"2,197",39.69%
"5,723",13.75%,"1,034","4,689","1,244","1,119",-13,"2,350","2,339",282,-135,"2,192",329,"1,863",49.76%,757,764,-0.91%,2.46,2.44,51.55%,"2,799",3.70,0.790,29.51%,81.93%,40.87%,32.55%,48.91%,15.01%,"2,997",52.37%,523,"2,474",43.23%
"5,370",3.67%,"1,089","4,281","1,160",964,81,"2,205","2,076",277,-198,"1,997",344,"1,653",6.85%,760,768,-,2.18,2.15,6.97%,"3,377",4.44,0.790,29.51%,79.72%,38.66%,30.78%,62.89%,17.23%,"2,793",52.01%,519,"2,274",42.35%
"5,033",11.32%,"1,033","4,000","1,026",894,58,"1,978","2,022",252,-106,"1,876",253,"1,623",51.26%,761,770,0.26%,2.13,2.11,50.71%,"1,364",1.79,0.790,29.51%,79.48%,40.17%,32.25%,27.10%,13.49%,"2,652",52.69%,524,"2,128",42.28%
"5,331",6.39%,"1,183","4,148","1,327","1,234",128,"2,689","1,459",261,-88,"1,286",-8,"1,294",26.74%,762,773,0.65%,1.70,1.68,26.32%,"2,642",3.47,0.610,29.79%,77.81%,27.37%,24.27%,49.56%,-0.62%,"2,072",38.87%,525,"1,547",29.02%
"5,031",5.96%,"1,068","3,963","1,213","1,018",266,"2,497","1,466",269,-140,"1,337",93,"1,244",-9.06%,761,771,0.65%,1.63,1.61,-10.06%,"2,571",3.38,0.610,29.79%,78.77%,29.14%,24.73%,51.10%,6.96%,"2,149",42.72%,543,"1,606",31.92%
"5,180",10.71%,"1,081","4,099","1,136","1,018",43,"2,197","1,902",282,-138,"1,758",211,"1,547",22.97%,759,768,0.52%,2.04,2.01,21.82%,"2,054",2.71,0.610,29.79%,79.13%,36.72%,29.86%,39.65%,12.00%,"2,546",49.15%,506,"2,040",39.38%
"4,521",6.68%,"1,090","3,431","1,023","1,027",17,"2,067","1,364",259,-99,"1,204",131,"1,073",-25.17%,757,768,0.52%,1.42,1.40,-25.53%,970,1.28,0.610,29.79%,75.89%,30.17%,23.73%,21.46%,10.88%,"1,981",43.82%,518,"1,463",32.36%
"5,011",13.35%,"1,029","3,982","1,521","1,249",25,"2,795","1,187",261,-88,"1,014",-7,"1,021",29.57%,756,768,-1.66%,1.35,1.33,31.68%,"1,654",2.19,0.470,30.56%,79.47%,23.69%,20.38%,33.01%,-0.69%,"1,719",34.30%,444,"1,275",25.44%
"4,748",9.93%,788,"3,960","1,249",989,34,"2,272","1,688",257,-72,"1,503",135,"1,368",23.58%,754,766,-2.17%,1.81,1.79,26.95%,"1,632",2.16,0.470,30.56%,83.40%,35.55%,28.81%,34.37%,8.98%,"2,048",43.13%,288,"1,760",37.07%
Upgrade,Upgrade,Upgrade,Upgrade,Upgrade,Upgrade,Upgrade,Upgrade,Upgrade,Upgrade,Upgrade,Upgrade,Upgrade,Upgrade,Upgrade,Upgrade,Upgrade,Upgrade,Upgrade,Upgrade,Upgrade,Upgrade,Upgrade,Upgrade,Upgrade,Upgrade,Upgrade,Upgrade,Upgrade,Upgrade,Upgrade,Upgrade,Upgrade,Upgrade,Upgrade
