date,open,high,low,close,volume,adjclose,dividends,Open_Close_Diff,High_Low_Diff,DayOverDayReturn,Adj_DayOverDayReturn,SMA50,SMA200,EMA,30day_Volatility,Stochastic_K,Stochastic_D,BollingerUpper,BollingerLower,GDP,UNRATE,CPIAUCSL,world_index,sp500,nasdaq,consumer_goods,consumer_services,technology,financials,Revenue,Revenue Growth (YoY),Cost of Revenue,Gross Profit,"Selling, General & Admin",Research & Development,Other Operating Expenses,Operating Expenses,Operating Income,Interest Expense / Income,Other Expense / Income,Pretax Income,Income Tax,Net Income,Net Income Growth,Shares Outstanding (Basic),Shares Outstanding (Diluted),Shares Change,EPS (Basic),EPS (Diluted),EPS Growth,Free Cash Flow,Free Cash Flow Per Share,Dividend Per Share,Dividend Growth,Gross Margin,Operating Margin,Profit Margin,Free Cash Flow Margin,Effective Tax Rate,EBITDA,EBITDA Margin,Depreciation & Amortization,EBIT,EBIT Margin
2015-02-25,154.30999755859375,154.74000549316406,152.13999938964844,153.00999450683594,4800500,134.65371704101562,0.0,-1.3000030517578125,2.600006103515625,-0.8874273433379654,-0.8874419467633676,120.50021697998046,113.3174913406372,132.47721754949484,0.0955562922214468,-83.15371499580961,-76.26448573823075,138.7523861112228,123.3070819673905,18195.684833333333,5.414285714285715,235.88542857142852,74.79000091552734,2113.860107421875,4967.14013671875,5257.55,731.1,226.86,93.13,24468,0.0287,20711,3757,1040,755,-75,1720,2037,81,26.0,1930,464,1466,0.18899999999999997,713,,-0.0513,2.04,2.02,0.2625,4337,6.08,0.73,0.5052,0.1535,0.0833,0.0599,0.1773,0.2404,2539,0.1038,528,2011,0.08220000000000001
2015-02-26,152.30999755859375,152.3800048828125,150.80999755859375,151.72999572753906,5149300,133.5272979736328,0.0,-0.5800018310546875,1.57000732421875,-0.8365458631786837,-0.8365302437508659,121.05819946289064,113.41208717346191,132.61722827271325,0.0965243633459028,-91.68719475190012,-82.95357820612851,138.150791920104,125.04817505987644,18198.087666666663,5.410714285714287,235.90807142857145,74.54000091552734,2110.739990234375,4987.89013671875,5266.61,729.41,225.56,92.79,24468,0.0287,20711,3757,1040,755,-75,1720,2037,81,26.0,1930,464,1466,0.18899999999999997,713,,-0.0513,2.04,2.02,0.2625,4337,6.08,0.73,0.5052,0.1535,0.0833,0.0599,0.1773,0.2404,2539,0.1038,528,2011,0.08220000000000001
2015-02-27,151.0,151.88999938964844,150.4499969482422,150.85000610351562,4330700,132.75286865234375,0.0,-0.149993896484375,1.44000244140625,-0.5799707696582446,-0.579978276383597,121.57777770996094,113.4991376876831,132.63531365666398,0.0964977297509262,-97.554084905933,-90.7983315512142,138.24835392725242,125.30072749364604,18200.4905,5.4071428571428575,235.9307142857143,74.54000091552734,2104.5,4963.52978515625,5289.87,736.6,227.6,93.59,24468,0.0287,20711,3757,1040,755,-75,1720,2037,81,26.0,1930,464,1466,0.18899999999999997,713,,-0.0513,2.04,2.02,0.2625,4337,6.08,0.73,0.5052,0.1535,0.0833,0.0599,0.1773,0.2404,2539,0.1038,528,2011,0.08220000000000001
2015-03-02,150.85000610351562,154.14999389648438,150.75,153.8000030517578,4622800,135.34898376464844,0.0,2.9499969482421875,3.399993896484375,1.9555829160642133,1.955600009747016,122.1113200378418,113.60115657806396,132.99713633772856,0.0972460154580264,-100.00857819085957,-96.41661928289751,138.459909964953,125.90968384608216,18207.699,5.4,235.98393548387097,74.70999908447266,2117.389892578125,5008.10009765625,5265.24,735.63,225.79,93.31,22149,0.0823,18496,3653,945,769,-79,1635,2018,61,11.0,1946,610,1336,0.3845,714,714.0,-0.0529,1.89,1.87,0.46090000000000003,-486,-0.68,0.91,0.2466,0.1649,0.0911,0.0603,-0.0219,0.3135,2466,0.11130000000000001,459,2007,0.0906
2015-03-03,154.7100067138672,156.91000366210938,154.1699981689453,155.57000732421875,8656600,136.90658569335938,0.0,0.8600006103515625,2.7400054931640625,1.150848008673511,1.1508043026162484,122.6618458557129,113.71865585327149,133.51839625181267,0.0973975822645673,-86.74110630068118,-94.7679231324912,138.91064473892075,126.35737589096206,18210.10183333333,5.4,235.991870967742,74.30000305175781,2107.780029296875,4979.89990234375,5226.32,731.71,224.95,92.65,22149,0.0823,18496,3653,945,769,-79,1635,2018,61,11.0,1946,610,1336,0.3845,714,714.0,-0.0529,1.89,1.87,0.46090000000000003,-486,-0.68,0.91,0.2466,0.1649,0.0911,0.0603,-0.0219,0.3135,2466,0.11130000000000001,459,2007,0.0906
2015-03-04,154.6199951171875,155.22000122070312,154.0,154.35000610351562,4476200,135.83294677734375,0.0,-0.269989013671875,1.220001220703125,-0.7842136422611112,-0.7842127612621486,123.18022842407228,113.83251567840576,133.82700298855016,0.0983700792381467,-105.514298804933,-97.4213277654912,139.15095038974647,126.81367515956993,18212.504666666668,5.4,235.9998064516129,74.08000183105469,2098.530029296875,4967.14013671875,5225.35,733.33,224.65,93.01,22149,0.0823,18496,3653,945,769,-79,1635,2018,61,11.0,1946,610,1336,0.3845,714,714.0,-0.0529,1.89,1.87,0.46090000000000003,-486,-0.68,0.91,0.2466,0.1649,0.0911,0.0603,-0.0219,0.3135,2466,0.11130000000000001,459,2007,0.0906
2015-03-05,154.86000061035156,155.97999572753906,154.30999755859375,154.47000122070312,3327200,135.93858337402344,0.0,-0.3899993896484375,1.6699981689453125,0.0777422173258823,0.0777694949464891,123.69092758178712,113.94456996917724,134.1085470399466,0.0984331963858999,-104.57027223091902,-98.94189244551104,139.30771959116075,127.3745725841322,18214.9075,5.4,236.00774193548384,73.98999786376953,2101.0400390625,4982.81005859375,5120.25,725.24,222.19,92.14,22149,0.0823,18496,3653,945,769,-79,1635,2018,61,11.0,1946,610,1336,0.3845,714,714.0,-0.0529,1.89,1.87,0.46090000000000003,-486,-0.68,0.91,0.2466,0.1649,0.0911,0.0603,-0.0219,0.3135,2466,0.11130000000000001,459,2007,0.0906
2015-03-06,153.9199981689453,155.02999877929688,152.80999755859375,153.1199951171875,3556200,134.7505340576172,0.0,-0.8000030517578125,2.220001220703125,-0.8739600523384294,-0.8739603480620639,124.14305618286132,114.0583331680298,134.19414530896933,0.0974286185797577,-133.55454389381893,-114.5463716432236,139.3580682751743,127.8023824694546,18217.31033333333,5.4,236.01567741935483,73.0199966430664,2071.260009765625,4927.3701171875,5141.67,728.81,223.23,92.59,22149,0.0823,18496,3653,945,769,-79,1635,2018,61,11.0,1946,610,1336,0.3845,714,714.0,-0.0529,1.89,1.87,0.46090000000000003,-486,-0.68,0.91,0.2466,0.1649,0.0911,0.0603,-0.0219,0.3135,2466,0.11130000000000001,459,2007,0.0906
2015-03-09,153.3000030517578,155.61000061035156,153.14999389648438,154.75,3433000,136.18496704101562,0.0,1.4499969482421875,2.4600067138671875,1.0645277787300067,1.0645100543980712,124.59221176147462,114.17330486297608,134.4595882065755,0.0968201507502622,-139.37651922428628,-125.8337784496747,139.46091173600604,128.3736219554002,18224.51883333333,5.4,236.03948387096776,73.4000015258789,2079.429931640625,4942.43994140625,5065.69,716.81,218.51,90.83,22149,0.0823,18496,3653,945,769,-79,1635,2018,61,11.0,1946,610,1336,0.3845,714,714.0,-0.0529,1.89,1.87,0.46090000000000003,-486,-0.68,0.91,0.2466,0.1649,0.0911,0.0603,-0.0219,0.3135,2466,0.11130000000000001,459,2007,0.0906
2015-03-10,153.3000030517578,154.1300048828125,152.4199981689453,152.4199981689453,3839600,134.1344757080078,0.0,-0.8800048828125,1.7100067138671875,-1.5056554643325892,-1.5056664311489332,124.97919128417968,114.27422107696532,134.41623987343314,0.0984935395100945,-194.6958440763886,-155.8756357314979,139.22386771946705,129.11643074244702,18226.921666666665,5.4,236.04741935483872,71.91999816894531,2044.1600341796875,4859.7900390625,5033.91,715.09,217.24,91.32,22149,0.0823,18496,3653,945,769,-79,1635,2018,61,11.0,1946,610,1336,0.3845,714,714.0,-0.0529,1.89,1.87,0.46090000000000003,-486,-0.68,0.91,0.2466,0.1649,0.0911,0.0603,-0.0219,0.3135,2466,0.11130000000000001,459,2007,0.0906
2015-03-11,152.50999450683594,152.69000244140625,151.1699981689453,151.1699981689453,3395400,133.03448486328125,0.0,-1.339996337890625,1.5200042724609375,-0.8201023586251965,-0.8200657130990607,125.33734939575196,114.36717407226564,134.23200587207955,0.0979255797756382,-207.8222188232895,-180.63152737465475,138.935485182314,129.76034764239304,18229.3245,5.4,236.0553548387097,72.0,2040.239990234375,4849.93994140625,5099.98,729.08,218.12,93.22,22149,0.0823,18496,3653,945,769,-79,1635,2018,61,11.0,1946,610,1336,0.3845,714,714.0,-0.0529,1.89,1.87,0.46090000000000003,-486,-0.68,0.91,0.2466,0.1649,0.0911,0.0603,-0.0219,0.3135,2466,0.11130000000000001,459,2007,0.0906
2015-03-12,151.27999877929688,152.9199981689453,151.27999877929688,152.0399932861328,2965100,133.8000946044922,0.0,0.7599945068359375,1.6399993896484375,0.5755077910467365,0.5754972043509943,125.69927474975586,114.45634902954102,134.17441770306792,0.0836528955133932,-257.73815850700225,-220.08540713556008,138.68895109225969,130.36945650051376,18231.72733333333,5.4,236.06329032258063,72.77999877929688,2065.949951171875,4893.2900390625,5057.15,725.45,217.17,92.57,22149,0.0823,18496,3653,945,769,-79,1635,2018,61,11.0,1946,610,1336,0.3845,714,714.0,-0.0529,1.89,1.87,0.46090000000000003,-486,-0.68,0.91,0.2466,0.1649,0.0911,0.0603,-0.0219,0.3135,2466,0.11130000000000001,459,2007,0.0906
2015-03-13,151.88999938964844,152.38999938964844,149.7899932861328,151.57000732421875,3569600,133.38648986816406,0.0,-0.3199920654296875,2.600006103515625,-0.3091199570297021,-0.3091214079860904,126.06097427368164,114.54276466369627,134.06936065841407,0.0613471237381543,-230.3859482187747,-231.98210851635545,138.39134328278297,130.97331278411158,18234.130166666662,5.4,236.0712258064516,72.38999938964844,2053.39990234375,4871.759765625,5109.15,734.1,219.76,93.6,22149,0.0823,18496,3653,945,769,-79,1635,2018,61,11.0,1946,610,1336,0.3845,714,714.0,-0.0529,1.89,1.87,0.46090000000000003,-486,-0.68,0.91,0.2466,0.1649,0.0911,0.0603,-0.0219,0.3135,2466,0.11130000000000001,459,2007,0.0906
2015-03-16,152.38999938964844,154.19000244140625,152.27000427246094,153.6699981689453,2742900,135.23458862304688,0.0,1.279998779296875,1.9199981689453125,1.3854923423171297,1.3855216946704552,126.49199752807615,114.6349201965332,134.22472438703178,0.0598852383764848,-204.42954285848995,-230.8512165280889,138.3061215878555,131.40527062405857,18241.338666666667,5.4,236.0950322580645,73.25,2081.18994140625,4929.509765625,5083.93,732.07,220.17,93.43,22149,0.0823,18496,3653,945,769,-79,1635,2018,61,11.0,1946,610,1336,0.3845,714,714.0,-0.0529,1.89,1.87,0.46090000000000003,-486,-0.68,0.91,0.2466,0.1649,0.0911,0.0603,-0.0219,0.3135,2466,0.11130000000000001,459,2007,0.0906
2015-03-17,152.8800048828125,155.0,152.72999572753906,154.50999450683594,2927200,135.97377014160156,0.0,1.6299896240234375,2.270004272460937,0.5466235100537453,0.546592056130768,126.93832855224608,114.73029640197754,134.45793048764108,0.0598433717219099,-194.0477950867628,-209.6210953880092,138.25144560096868,131.8638833785235,18243.7415,5.4,236.1029677419355,73.05000305175781,2074.280029296875,4937.43017578125,5131.77,736.65,222.89,93.99,22149,0.0823,18496,3653,945,769,-79,1635,2018,61,11.0,1946,610,1336,0.3845,714,714.0,-0.0529,1.89,1.87,0.46090000000000003,-486,-0.68,0.91,0.2466,0.1649,0.0911,0.0603,-0.0219,0.3135,2466,0.11130000000000001,459,2007,0.0906
2015-03-18,154.0399932861328,155.99000549316406,152.11000061035156,155.72999572753906,4053600,137.0474395751953,0.0,1.69000244140625,3.8800048828125,0.7895937247277329,0.7896151092049886,127.42187622070313,114.82823177337646,134.80319836598164,0.0598923741809436,-178.9681901859555,-192.4818427104027,138.4209855881507,132.0956388625329,18246.144333333334,5.4,236.11090322580645,74.33000183105469,2099.5,4982.830078125,5112.53,736.26,222.67,93.24,22149,0.0823,18496,3653,945,769,-79,1635,2018,61,11.0,1946,610,1336,0.3845,714,714.0,-0.0529,1.89,1.87,0.46090000000000003,-486,-0.68,0.91,0.2466,0.1649,0.0911,0.0603,-0.0219,0.3135,2466,0.11130000000000001,459,2007,0.0906
2015-03-19,154.91000366210938,155.3300018310547,153.66000366210938,154.11000061035156,2539000,135.6217498779297,0.0,-0.8000030517578125,1.6699981689453125,-1.0402588850139003,-1.0402891886815424,127.90349868774416,114.91912525177004,134.91233856757472,0.0611316172234071,-198.9918927085812,-190.66929266043311,138.4409798495771,132.10732489895804,18248.547166666667,5.4,236.11883870967745,73.69000244140625,2089.27001953125,4992.3798828125,5175.54,743.03,223.76,94.49,22149,0.0823,18496,3653,945,769,-79,1635,2018,61,11.0,1946,610,1336,0.3845,714,714.0,-0.0529,1.89,1.87,0.46090000000000003,-486,-0.68,0.91,0.2466,0.1649,0.0911,0.0603,-0.0219,0.3135,2466,0.11130000000000001,459,2007,0.0906
2015-03-20,155.0399932861328,155.49000549316406,154.47999572753906,154.5,4464300,135.96498107910156,0.0,-0.5399932861328125,1.010009765625,0.2530655947724725,0.2530797615285296,128.35735061645508,115.01411178588867,135.05269090244497,0.0606345492116115,-194.1712367959161,-190.7104398968176,137.66940005881065,132.54361263650185,18250.95,5.4,236.1267741935484,74.80999755859375,2108.10009765625,5026.419921875,5187.84,741.44,223.96,94.11,22149,0.0823,18496,3653,945,769,-79,1635,2018,61,11.0,1946,610,1336,0.3845,714,714.0,-0.0529,1.89,1.87,0.46090000000000003,-486,-0.68,0.91,0.2466,0.1649,0.0911,0.0603,-0.0219,0.3135,2466,0.11130000000000001,459,2007,0.0906
2015-03-23,154.97999572753906,154.97999572753906,152.80999755859375,152.80999755859375,3029700,134.4777069091797,0.0,-2.1699981689453125,2.1699981689453125,-1.0938527128843023,-1.093865610187239,128.7413996887207,115.09522262573242,134.9760263700096,0.0616777314571572,-246.9718746616001,-213.3783347220324,137.54753091079624,132.49563467758264,18258.1585,5.4,236.15058064516128,75.08999633789062,2104.419921875,5010.97021484375,5153.41,738.3,223.35,93.38,22149,0.0823,18496,3653,945,769,-79,1635,2018,61,11.0,1946,610,1336,0.3845,714,714.0,-0.0529,1.89,1.87,0.46090000000000003,-486,-0.68,0.91,0.2466,0.1649,0.0911,0.0603,-0.0219,0.3135,2466,0.11130000000000001,459,2007,0.0906
2015-03-24,151.9600067138672,152.6199951171875,151.35000610351562,151.64999389648438,3319300,133.4568328857422,0.0,-0.3100128173828125,1.269989013671875,-0.7591150321591855,-0.7591399696657231,129.10957916259767,115.16504943847656,134.77346723877395,0.0621913674408761,-263.437552298166,-234.86022125189405,137.48744441542934,132.31546543564488,18260.56133333333,5.4,236.15851612903225,74.80999755859375,2091.5,4994.72998046875,5133.55,725.51,217.15,91.96,22149,0.0823,18496,3653,945,769,-79,1635,2018,61,11.0,1946,610,1336,0.3845,714,714.0,-0.0529,1.89,1.87,0.46090000000000003,-486,-0.68,0.91,0.2466,0.1649,0.0911,0.0603,-0.0219,0.3135,2466,0.11130000000000001,459,2007,0.0906
2015-03-25,151.39999389648438,152.0399932861328,148.1300048828125,148.22999572753906,3747900,130.44717407226562,0.0,-3.1699981689453125,3.909988403320313,-2.255191761682352,-2.255155280099641,129.42928527832032,115.221081199646,134.1966281499062,0.0665094801227242,-224.9723847000561,-245.12727055327403,137.95687880611518,131.42537674808403,18262.964166666665,5.4,236.16645161290324,74.20999908447266,2061.050048828125,4876.52001953125,5112.57,721.33,217.09,91.82,22149,0.0823,18496,3653,945,769,-79,1635,2018,61,11.0,1946,610,1336,0.3845,714,714.0,-0.0529,1.89,1.87,0.46090000000000003,-486,-0.68,0.91,0.2466,0.1649,0.0911,0.0603,-0.0219,0.3135,2466,0.11130000000000001,459,2007,0.0906
2015-03-26,147.8300018310547,148.85000610351562,145.9600067138672,148.1699981689453,3627400,130.39437866210938,0.0,0.339996337890625,2.889999389648437,-0.0404759902334683,-0.0404726361699525,129.74268753051757,115.27991718292236,133.68966155153328,0.0663062904015784,-155.19072727991897,-214.5335547593803,138.29791139095337,130.77105223209355,18265.367,5.4,236.1743870967742,73.33999633789062,2056.14990234375,4863.35986328125,5148.7,725.86,217.71,91.69,22149,0.0823,18496,3653,945,769,-79,1635,2018,61,11.0,1946,610,1336,0.3845,714,714.0,-0.0529,1.89,1.87,0.46090000000000003,-486,-0.68,0.91,0.2466,0.1649,0.0911,0.0603,-0.0219,0.3135,2466,0.11130000000000001,459,2007,0.0906
2015-03-27,148.58999633789062,149.30999755859375,147.49000549316406,148.85000610351562,2600300,130.99278259277344,0.0,0.260009765625,1.8199920654296875,0.4589376682011981,0.4589185030857035,130.08187744140625,115.3553581237793,133.3300776903653,0.0664502221434496,-149.22458566981985,-176.46256588326492,138.45937128544077,130.4335837316491,18267.76983333333,5.4,236.1823225806452,73.38999938964844,2061.02001953125,4891.22021484375,5199.69,733.28,220.25,92.89,22149,0.0823,18496,3653,945,769,-79,1635,2018,61,11.0,1946,610,1336,0.3845,714,714.0,-0.0529,1.89,1.87,0.46090000000000003,-486,-0.68,0.91,0.2466,0.1649,0.0911,0.0603,-0.0219,0.3135,2466,0.11130000000000001,459,2007,0.0906
2015-03-30,150.0800018310547,153.1699981689453,149.97999572753906,152.6999969482422,3738700,134.38092041015625,0.0,2.6199951171875,3.19000244140625,2.586490216230919,2.586507248964831,130.49302795410156,115.4559939956665,133.4701900530041,0.070469140321237,-115.44454349896398,-139.9532854829009,138.38842259273787,130.4077260889027,18274.978333333333,5.4,236.20612903225808,73.5999984741211,2086.239990234375,4947.43994140625,5168.86,729.38,218.1,92.29,22149,0.0823,18496,3653,945,769,-79,1635,2018,61,11.0,1946,610,1336,0.3845,714,714.0,-0.0529,1.89,1.87,0.46090000000000003,-486,-0.68,0.91,0.2466,0.1649,0.0911,0.0603,-0.0219,0.3135,2466,0.11130000000000001,459,2007,0.0906
2015-03-31,152.22999572753906,152.25,149.94000244140625,150.0800018310547,2975600,132.0752410888672,0.0,-2.149993896484375,2.30999755859375,-1.7157794168624283,-1.71577878336574,130.84686981201173,115.54466930389404,133.28419685778584,0.0726985287113152,-138.43237602042214,-134.36716839640195,138.09202704925974,130.22098717193165,18277.381166666662,5.4,236.21406451612904,73.47000122070312,2067.889892578125,4900.8798828125,5170.2,724.51,217.08,92.15,22149,0.0823,18496,3653,945,769,-79,1635,2018,61,11.0,1946,610,1336,0.3845,714,714.0,-0.0529,1.89,1.87,0.46090000000000003,-486,-0.68,0.91,0.2466,0.1649,0.0911,0.0603,-0.0219,0.3135,2466,0.11130000000000001,459,2007,0.0906
2015-04-01,149.97000122070312,150.02000427246094,146.82000732421875,148.63999938964844,4167600,130.80796813964844,0.0,-1.3300018310546875,3.1999969482421875,-0.9594898879514036,-0.959508336892656,131.16766967773438,115.62592781066894,132.95403302870085,0.0728132872044726,-151.06720257528227,-134.9813740315561,138.02732330778207,129.7831930496398,18279.784,5.4,236.222,73.16999816894531,2059.68994140625,4880.22998046875,5202.82,729.96,216.86,92.67,22149,0.0823,18496,3653,945,769,-79,1635,2018,61,11.0,1946,610,1336,0.3845,714,714.0,-0.0529,1.89,1.87,0.46090000000000003,-486,-0.68,0.91,0.2466,0.1649,0.0911,0.0603,-0.0219,0.3135,2466,0.11130000000000001,459,2007,0.0906
2015-04-02,149.13999938964844,150.5,148.30999755859375,149.27999877929688,2934200,131.3712158203125,0.0,0.1399993896484375,2.19000244140625,0.4305700970643311,0.430591261889135,131.47891845703126,115.71039157867432,132.74299073424908,0.0707207270319326,-145.4515719749409,-144.98371685688173,137.83059876924506,129.52318083280574,18281.122923076924,5.406666666666667,236.24796666666668,73.66000366210938,2066.9599609375,4886.93994140625,5243.34,732.45,219.19,92.81,22149,0.0823,18496,3653,945,769,-79,1635,2018,61,11.0,1946,610,1336,0.3845,714,714.0,-0.0529,1.89,1.87,0.46090000000000003,-486,-0.68,0.91,0.2466,0.1649,0.0911,0.0603,-0.0219,0.3135,2466,0.11130000000000001,459,2007,0.0906
2015-04-06,148.14999389648438,151.4499969482422,148.0,150.92999267578125,3371500,132.82322692871094,0.0,2.779998779296875,3.4499969482421875,1.1053013866404229,1.105273403562368,131.76270690917968,115.80198574066162,132.75368889351066,0.0645844150051086,-130.97488917219158,-142.49788790747155,137.71875363836952,129.44229525079064,18286.47861538461,5.433333333333334,236.35183333333333,74.58999633789062,2080.6201171875,4917.31982421875,5219.97,728.49,218.79,92.36,22149,0.0823,18496,3653,945,769,-79,1635,2018,61,11.0,1946,610,1336,0.3845,714,714.0,-0.0529,1.89,1.87,0.46090000000000003,-486,-0.68,0.91,0.2466,0.1649,0.0911,0.0603,-0.0219,0.3135,2466,0.11130000000000001,459,2007,0.0906
2015-04-07,151.27000427246094,153.5,151.13999938964844,152.32000732421875,4299500,134.04653930664062,0.0,1.0500030517578125,2.3600006103515625,0.9209664850533984,0.9210078735598426,132.08880401611327,115.89822715759276,132.92606894859466,0.0616288204946789,-118.77835351104322,-131.73493821939186,137.4352314854374,129.51197463028527,18287.81753846154,5.44,236.3778,74.12000274658203,2076.330078125,4910.22998046875,5235.99,734.96,219.34,92.73,22149,0.0823,18496,3653,945,769,-79,1635,2018,61,11.0,1946,610,1336,0.3845,714,714.0,-0.0529,1.89,1.87,0.46090000000000003,-486,-0.68,0.91,0.2466,0.1649,0.0911,0.0603,-0.0219,0.3135,2466,0.11130000000000001,459,2007,0.0906
2015-04-08,152.19000244140625,153.5,152.19000244140625,153.36000061035156,2763400,134.9617462158203,0.0,1.1699981689453125,1.30999755859375,0.6827686686747159,0.6827531049392377,132.44282516479493,116.00215606689451,133.19749258422473,0.0620212658737411,-115.40673564344704,-121.71999277556058,137.5226558404454,129.5072773260585,18289.15646153846,5.446666666666667,236.40376666666668,74.33000183105469,2081.89990234375,4950.81982421875,5245.65,735.73,220.39,92.66,22149,0.0823,18496,3653,945,769,-79,1635,2018,61,11.0,1946,610,1336,0.3845,714,714.0,-0.0529,1.89,1.87,0.46090000000000003,-486,-0.68,0.91,0.2466,0.1649,0.0911,0.0603,-0.0219,0.3135,2466,0.11130000000000001,459,2007,0.0906
2015-04-09,152.6199951171875,153.6699981689453,151.6300048828125,153.4199981689453,3966800,135.01458740234375,0.0,0.8000030517578125,2.0399932861328125,0.0391220385726143,0.0391527140134462,132.82571685791015,116.11175117492677,133.43977189330727,0.0613629650095482,-114.85226352076188,-116.345784225084,137.66923293821444,129.55871048219572,18290.495384615384,5.453333333333333,236.42973333333333,74.26000213623047,2091.179931640625,4974.56005859375,5252.06,737.96,221.45,92.67,22149,0.0823,18496,3653,945,769,-79,1635,2018,61,11.0,1946,610,1336,0.3845,714,714.0,-0.0529,1.89,1.87,0.46090000000000003,-486,-0.68,0.91,0.2466,0.1649,0.0911,0.0603,-0.0219,0.3135,2466,0.11130000000000001,459,2007,0.0906
2015-04-10,153.5500030517578,154.9600067138672,153.25,154.3800048828125,3183000,135.85939025878906,0.0,0.8300018310546875,1.7100067138671875,0.6257376647925916,0.6257122824275374,133.1002584838867,116.2329169845581,133.7623876753715,0.0610050687124439,-111.98036316638868,-114.0797874435325,137.89481457501623,129.53905841082363,18291.83430769231,5.46,236.4557,74.91999816894531,2102.06005859375,4995.97998046875,5223.29,734.43,220.78,92.84,22149,0.0823,18496,3653,945,769,-79,1635,2018,61,11.0,1946,610,1336,0.3845,714,714.0,-0.0529,1.89,1.87,0.46090000000000003,-486,-0.68,0.91,0.2466,0.1649,0.0911,0.0603,-0.0219,0.3135,2466,0.11130000000000001,459,2007,0.0906
2015-04-13,153.7899932861328,155.5,152.9600067138672,153.24000549316406,3034000,134.8561248779297,0.0,-0.54998779296875,2.5399932861328125,-0.7384372027412489,-0.7384586217767719,133.21234649658203,116.35809852600096,133.90821930237928,0.0611983362274906,-116.39297327470798,-114.40853332061948,137.99543339148082,129.58540309533558,18295.85107692308,5.48,236.5336,74.5,2092.429931640625,4988.25,5236.69,733.08,219.86,92.9,22149,0.0823,18496,3653,945,769,-79,1635,2018,61,11.0,1946,610,1336,0.3845,714,714.0,-0.0529,1.89,1.87,0.46090000000000003,-486,-0.68,0.91,0.2466,0.1649,0.0911,0.0603,-0.0219,0.3135,2466,0.11130000000000001,459,2007,0.0906
2015-04-14,152.92999267578125,153.5399932861328,151.58999633789062,153.2100067138672,2845800,134.82972717285156,0.0,0.2800140380859375,1.9499969482421875,-0.0195763366102275,-0.01957471720474,133.36606384277343,116.47899936676023,134.03108701844226,0.0579662023274712,-116.66967897340588,-115.0143384715008,137.94973856296457,129.59061177883228,18297.19,5.486666666666666,236.55956666666668,74.79000091552734,2095.840087890625,4977.2900390625,5241.24,732.35,221.96,93.18,22149,0.0823,18496,3653,945,769,-79,1635,2018,61,11.0,1946,610,1336,0.3845,714,714.0,-0.0529,1.89,1.87,0.46090000000000003,-486,-0.68,0.91,0.2466,0.1649,0.0911,0.0603,-0.0219,0.3135,2466,0.11130000000000001,459,2007,0.0906
2015-04-15,154.3699951171875,154.3699951171875,152.2100067138672,152.42999267578125,3687400,134.14329528808594,0.0,-1.94000244140625,2.1599884033203125,-0.5091142901277212,-0.5091101933964559,133.4904833984375,116.59422092437744,134.0460481210614,0.0569021076866579,-123.86498681249432,-118.97587968686936,137.7333412176912,129.6239616387541,18298.528923076923,5.493333333333333,236.58553333333333,74.83999633789062,2106.6298828125,5011.02001953125,5264.25,732.9,221.51,93.26,22149,0.0823,18496,3653,945,769,-79,1635,2018,61,11.0,1946,610,1336,0.3845,714,714.0,-0.0529,1.89,1.87,0.46090000000000003,-486,-0.68,0.91,0.2466,0.1649,0.0911,0.0603,-0.0219,0.3135,2466,0.11130000000000001,459,2007,0.0906
2015-04-16,151.66000366210938,152.52999877929688,151.0500030517578,151.97000122070312,2559900,133.73849487304688,0.0,0.30999755859375,1.4799957275390625,-0.3017722739490858,-0.3017671618769424,133.58791534423827,116.71307971954346,134.00504102132615,0.0564722002435677,-150.70879596098808,-130.4144872489627,137.2464068827359,129.78000150349456,18299.867846153847,5.5,236.6115,74.98999786376953,2104.989990234375,5007.7900390625,5223.19,722.06,218.18,92.06,22149,0.0823,18496,3653,945,769,-79,1635,2018,61,11.0,1946,610,1336,0.3845,714,714.0,-0.0529,1.89,1.87,0.46090000000000003,-486,-0.68,0.91,0.2466,0.1649,0.0911,0.0603,-0.0219,0.3135,2466,0.11130000000000001,459,2007,0.0906
2015-04-17,150.8800048828125,151.42999267578125,149.44000244140625,149.60000610351562,4671600,131.6527862548828,0.0,-1.279998779296875,1.989990234375,-1.5595151004477503,-1.559542463928543,133.64573272705078,116.8175341796875,133.69140705246704,0.0584383570940337,-174.73771736761054,-149.77050004703094,136.99764296355258,129.6318690603732,18301.20676923077,5.506666666666667,236.63746666666668,74.19000244140625,2081.179931640625,4931.81005859375,5254.72,728.52,222.21,92.51,22149,0.0823,18496,3653,945,769,-79,1635,2018,61,11.0,1946,610,1336,0.3845,714,714.0,-0.0529,1.89,1.87,0.46090000000000003,-486,-0.68,0.91,0.2466,0.1649,0.0911,0.0603,-0.0219,0.3135,2466,0.11130000000000001,459,2007,0.0906
